         244222054 function calls (244208003 primitive calls) in 83.528 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.007    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:2295(add_line)
      332    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/lib/stride_tricks.py:542(<genexpr>)
      126    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:891(set_alpha)
      114    0.000    0.000    0.000    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
      508    0.000    0.000    0.000    0.000 {built-in method math.sin}
      241    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/font_manager.py:867(set_math_fontfamily)
       76    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2322(any)
       34    0.000    0.000    0.053    0.002 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:1544(_get_tick)
      160    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/ticker.py:1932(closeto)
     16/4    0.000    0.000    0.016    0.004 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/offsetbox.py:407(draw)
      134    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/text.py:1321(set_usetex)
      110    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/lib/stride_tricks.py:538(<listcomp>)
       44    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/series.py:992(__getitem__)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedRandom' objects}
       28    0.000    0.000    0.004    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/ticker.py:427(__init__)
       68    0.000    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/lines.py:1181(set_marker)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1536(find_spec)
       66    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/patches.py:317(_set_edgecolor)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:4271(get_children)
       32    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:898(reset_ticks)
      830    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2831(_min_dispatcher)
       80    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2100(clip)
       16    0.000    0.000    0.004    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:2323(_update_line_limits)
       64    0.000    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:655(<listcomp>)
       92    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/markers.py:293(__bool__)
      180    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:2315(get_matrix)
      406    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/h5py/_hl/dataset.py:860(<genexpr>)
       84    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:567(<dictcomp>)
       89    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/internals/managers.py:2011(internal_values)
      120    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/lines.py:1357(set_dash_joinstyle)
       64    0.000    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:656(<listcomp>)
      433    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       14    0.000    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:2237(_init)
       42    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:123(maybe_convert_platform)
       14    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:2485(update_datalim)
        6    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/seaborn/_oldcore.py:1473(variable_type)
      5/3    0.000    0.000    0.001    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/posixpath.py:401(_joinrealpath)
      535    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2416(_all_dispatcher)
       78    0.000    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:2170(__eq__)
      158    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:2230(transform_non_affine)
       14    0.000    0.000    0.003    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:2496(_init)
        2    0.000    0.000    0.001    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:2809(autoscale_view)
       10    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:493(anchored)
       36    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:1306(<listcomp>)
       33    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1171(maybe_infer_to_datetimelike)
       34    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:208(_apply_tickdir)
       17    0.000    0.000    0.003    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/patches.py:689(__init__)
       60    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:1839(is_separable)
      842    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2687(_max_dispatcher)
       64    0.000    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:657(<listcomp>)
      128    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:452(_no_nep50_warning)
      216    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:273(points_to_pixels)
      146    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:908(set_antialiased)
      116    0.000    0.000    0.003    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:289(wrapper)
      146    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:983(set_joinstyle)
      468    0.000    0.000    0.000    0.000 pysam/libcbcf.pyx:271(genexpr)
       14    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/series.py:943(take)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/shape_base.py:219(vstack)
       24    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/inspect.py:2920(__init__)
      120    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/lines.py:1254(set_markersize)
       38    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:784(frozen)
        5    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_dtype}
      120    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/lines.py:1421(set_solid_capstyle)
       74    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/artist.py:1238(<dictcomp>)
      101    0.000    0.000    0.001    0.000 {method 'sum' of 'numpy.ndarray' objects}
       80    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/ticker.py:1942(le)
      6/2    0.000    0.000    0.231    0.116 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/image.py:113(_draw_list_compositing_images)
        6    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/gridspec.py:659(get_position)
      169    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/colors.py:384(<genexpr>)
   164/68    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:2412(<lambda>)
        2    0.000    0.000    0.105    0.052 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:4329(get_tightbbox)
       81    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/lib/stride_tricks.py:340(_broadcast_to)
       80    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/ticker.py:1917(__init__)
        2    0.000    0.000    0.009    0.005 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/seaborn/categorical.py:1494(draw_confints)
       14    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/frame.py:3713(__getitem__)
    49/45    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:1053(_handle_fromlist)
       36    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:1179(_set_artist_props)
        9    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:921(_find_spec)
       47    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/_config/config.py:116(_get_single_key)
       68    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:136(__setstate__)
        8    0.000    0.000    0.004    0.001 <frozen importlib._bootstrap_external>:950(get_code)
       28    0.000    0.000    0.008    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:765(_set_scale)
       28    0.000    0.000    0.004    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:241(__call__)
      136    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/shape_base.py:207(_arrays_for_stack_dispatcher)
       14    0.000    0.000    0.000    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
       68    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/patches.py:343(_set_facecolor)
       14    0.000    0.000    0.003    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/apply.py:470(apply_str)
      120    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/lines.py:1373(set_solid_joinstyle)
      236    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      170    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:342(_set_artist_props)
       14    0.000    0.000    0.009    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_axes.py:1443(plot)
      120    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/lines.py:1239(set_markeredgewidth)
    48/18    0.000    0.000    0.014    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/offsetbox.py:365(get_bbox)
       14    0.000    0.000    0.008    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/seaborn/_statistics.py:480(__call__)
       22    0.000    0.000    0.014    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:1565(_copy_tick_props)
       14    0.000    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/frame.py:641(__init__)
       22    0.000    0.000    0.000    0.000 pysam/libchtslib.pyx:482(seek)
        1    0.000    0.000    0.105    0.105 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/_tight_layout.py:20(_auto_adjust_subplotpars)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/h5py/_hl/group.py:48(create_group)
      436    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/text.py:323(get_transform_rotates_text)
      112    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/types.py:176(__get__)
       68    0.000    0.000    0.003    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/path.py:281(__deepcopy__)
      118    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:1850(_str_lower_equal)
       22    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:1017(_translate_tick_params)
       15    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/base.py:2205(is_unique)
       70    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/bezier.py:275(axis_aligned_extrema)
       28    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:1874(set_minor_locator)
      636    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
      176    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/ticker.py:238(set_locs)
      204    0.000    0.000    0.000    0.000 /scrfs/storage/btm002/home/local/src/SNPio/snpio/read_input/genotype_data.py:760(<genexpr>)
      146    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:913(set_capstyle)
       74    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
      114    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:2295(_unpack_to_numpy)
      153    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/font_manager.py:1075(_expand_aliases)
       33    0.000    0.000    0.001    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/pathlib.py:957(__new__)
        3    0.000    0.000    0.041    0.014 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/h5py/_hl/files.py:375(__init__)
      558    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/artist.py:1132(sticky_edges)
      162    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/logging/__init__.py:1724(isEnabledFor)
      436    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/text.py:606(get_wrap)
       34    0.000    0.000    0.001    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/pathlib.py:589(_from_parts)
      488    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:289(get_loc)
      487    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       14    0.000    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/series.py:4632(_reduce)
       14    0.000    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/internals/construction.py:411(dict_to_mgr)
       80    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/ticker.py:1949(ge)
      122    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/lib/shape_base.py:608(_column_stack_dispatcher)
       25    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:373(size)
       56    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        4    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:2868(handle_single_axis)
      157    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_list_like}
        6    0.000    0.000    0.026    0.004 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:2294(_update_label_position)
       84    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:564(_axis_map)
       10    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:1353(<listcomp>)
        2    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:1913(set_ticklabels)
        1    0.000    0.000    0.002    0.002 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:1(<module>)
       80    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
      228    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/font_manager.py:1518(<genexpr>)
       66    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/_api/__init__.py:175(check_getitem)
        4    0.000    0.000    0.005    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:643(__init__)
       14    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/nanops.py:86(_f)
       64    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:1608(get_minor_ticks)
       28    0.000    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/ticker.py:1969(__init__)
       68    0.000    0.000    0.001    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/copy.py:237(_deepcopy_method)
       80    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/artist.py:1117(set_zorder)
      182    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/ticker.py:319(__call__)
       62    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:2331(blended_transform_factory)
       56    0.000    0.000    0.029    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/text.py:101(_get_text_metrics_with_cache_impl)
        2    0.000    0.000    0.177    0.088 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:392(draw)
        4    0.000    0.000    0.231    0.058 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:2999(draw)
      386    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:560(formatter)
       14    0.000    0.000    0.036    0.003 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1491(squeeze)
       14    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/nanops.py:264(_get_values)
       50    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/series.py:671(name)
       72    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/text.py:1184(set_position)
       88    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:1872(inverted)
        8    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/spines.py:35(__init__)
       27    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/patches.py:399(set_linestyle)
      364    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/text.py:344(get_rotation_mode)
      142    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:263(y0)
       66    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
       47    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/_config/config.py:596(_get_root)
       76    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2512(cumsum)
       14    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/nanops.py:677(nanmean)
       28    0.000    0.000    0.003    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/patches.py:603(get_window_extent)
      364    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/h5py/_hl/selections.py:266(<listcomp>)
       44    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/series.py:1099(_get_value)
      120    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/lines.py:1039(set_antialiased)
      2/1    0.000    0.000    0.004    0.004 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/pyplot.py:212(switch_backend)
       18    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:1025(get_yaxis_text1_transform)
       32    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/ma/core.py:671(getdata)
       54    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:2157(<genexpr>)
       56    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/base.py:3625(get_loc)
       28    0.000    0.000    0.000    0.000 {h5py.h5t.check_string_dtype}
       16    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:945(get_xaxis_text1_transform)
       47    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2334(get_block_type)
        1    0.000    0.000    0.488    0.488 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/image.py:1569(imsave)
    36/22    0.000    0.000    0.014    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/offsetbox.py:512(<listcomp>)
       12    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:2594(_update_offset_text_position)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/patches.py:3926(get_path)
      162    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/logging/__init__.py:1455(debug)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
       10    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/legend.py:691(_findoffset)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/internals/managers.py:2249(_stack_arrays)
       14    0.000    0.000    0.009    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:1134(_set_position)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/sorting.py:109(get_group_index)
       64    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/patches.py:730(get_path)
       43    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/base.py:5159(__getitem__)
       80    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/offsetbox.py:341(<listcomp>)
      166    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
      130    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/offsetbox.py:193(<genexpr>)
       36    0.000    0.000    0.078    0.002 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:1300(_get_ticklabel_bboxes)
